,Score
5320,6.47
7312,7.35
14837,Unknown
6042,7.02
4835,3.69
4964,5.35
539,5.74
7483,6.18
3719,5.97
13659,7.32
9337,5.23
667,5.08
11023,Unknown
10975,5.81
1353,7.81
13323,7.1
7114,6.01
8662,4.66
3330,6.48
8053,5.65
11829,Unknown
9588,Unknown
5645,7.3
6190,7.13
15761,Unknown
11704,6.32
13843,5.63
11003,Unknown
4910,5.78
1852,6.68
12972,Unknown
17442,Unknown
2105,6.34
16517,Unknown
13428,7.75
5029,4.73
823,7.35
1531,7.26
1214,6.19
504,5.27
14683,5.71
10188,Unknown
6530,6.45
10150,5.14
9576,6.81
13116,Unknown
3709,7.26
17215,Unknown
4748,5.78
11714,7.33
15485,Unknown
5301,Unknown
6588,3.52
1810,6.47
3141,Unknown
1324,6.2
4312,6.77
7494,6.81
8691,Unknown
9580,Unknown
13807,Unknown
6313,5.27
13964,8.08
1542,7.02
11493,6.05
11516,4.97
7056,7.04
2539,6.82
15368,Unknown
6731,6.56
4846,6.88
6801,7.23
4330,Unknown
8924,6.51
5334,Unknown
9348,5.16
4729,7.06
11174,Unknown
1062,6.86
1167,6.67
7651,5.83
11130,6.05
4491,7.63
8335,4.08
5486,5.49
17101,Unknown
2502,5.33
4360,4.74
4171,7.72
17366,Unknown
16779,Unknown
13923,5.67
14512,Unknown
7186,7.41
698,7.38
17165,8.6
14191,Unknown
8787,Unknown
14397,6.42
12144,Unknown
13584,Unknown
2914,5.81
14552,6.27
10518,4.79
5644,6.64
3440,6.45
12043,6.76
7357,6.36
2143,5.73
5104,8.38
5073,6.11
16048,Unknown
14527,6.86
2967,5.73
5988,7.94
11657,6.35
728,8.54
7587,Unknown
7543,Unknown
412,8.2
11338,6.56
5745,5.58
3267,5.85
8808,5.75
417,6.21
11261,8.26
9817,Unknown
15305,Unknown
16281,Unknown
2082,6.42
12161,Unknown
3373,6.24
5726,3.1
10636,5.8
3913,6.16
13479,6.65
5536,6.87
8002,Unknown
5387,6.74
2738,6.54
5052,Unknown
4000,6.84
2427,6.54
11938,Unknown
6833,5.22
851,7.27
16347,5.85
5878,8.27
4611,5.68
16364,Unknown
9540,Unknown
9207,6.04
9823,4.9
2489,6.78
11922,Unknown
7390,5.84
2849,5.78
14069,6.59
5881,5.6
4452,5.07
2479,6.69
10457,6.31
11151,4.96
13245,Unknown
13296,Unknown
11310,6.69
9435,Unknown
7253,7.23
13284,5.7
3506,7.2
1679,6.96
8130,5.85
15125,Unknown
16964,7.18
9662,6.86
13500,Unknown
3343,6.39
13184,7.36
16244,Unknown
12775,Unknown
16943,Unknown
5237,6.58
7805,7.35
13407,6.58
16896,Unknown
1081,6.9
9204,4.89
1931,7.21
1150,6.81
5949,6.71
8308,Unknown
14262,5.75
5177,7.09
14098,Unknown
17214,Unknown
8311,8.35
17512,6.83
17019,Unknown
4465,6.38
6799,6.51
7987,6.33
7079,5.35
6966,7.6
15202,Unknown
4142,6.8
876,7.0
16388,Unknown
15979,Unknown
3051,5.98
14599,6.71
15328,7.09
2491,6.72
15338,Unknown
4777,5.36
9907,4.96
16958,Unknown
853,6.77
10966,7.13
13121,Unknown
13403,Unknown
10893,5.37
4495,5.51
8173,Unknown
6655,3.39
12039,6.21
2368,8.14
4780,5.21
12323,6.73
8716,Unknown
10647,Unknown
5986,5.93
16921,Unknown
5801,7.71
7206,5.4
7343,5.58
12533,Unknown
7560,6.73
8096,Unknown
784,7.34
12249,Unknown
1409,6.89
10729,Unknown
16538,Unknown
3009,6.39
11093,6.3
4014,7.11
7455,6.5
12913,Unknown
3863,5.26
1895,6.39
5442,4.79
569,7.12
1816,6.18
6102,6.08
2975,7.05
10492,Unknown
190,6.02
699,7.34
16990,Unknown
12468,Unknown
301,7.0
3420,5.61
1060,7.17
14434,Unknown
10757,Unknown
3444,7.06
10716,6.03
8208,Unknown
7679,7.35
11312,5.22
4642,6.08
12946,7.13
9007,Unknown
7996,7.08
5600,6.68
9151,Unknown
7022,5.12
15636,7.54
16609,Unknown
5895,6.41
10677,8.15
8754,5.87
3436,5.88
14565,6.22
14373,5.85
6893,5.63
12757,Unknown
8050,5.55
9146,7.41
4555,5.29
11296,Unknown
4735,Unknown
1218,6.54
13446,Unknown
3987,6.44
5699,Unknown
13992,5.73
17340,Unknown
2869,6.42
11969,6.71
14207,5.35
2961,6.53
14172,Unknown
2200,6.82
16482,Unknown
5592,6.1
2557,5.51
15586,Unknown
9637,5.84
5539,Unknown
12874,Unknown
12183,Unknown
6295,7.54
4499,6.93
1154,7.08
15151,7.61
9874,5.62
7400,Unknown
10248,5.85
7158,7.05
14589,Unknown
5423,6.45
2049,8.2
13168,Unknown
11835,6.19
16371,6.54
9208,Unknown
14075,Unknown
16646,Unknown
14486,Unknown
14257,Unknown
6616,7.07
8120,7.63
8155,6.65
1802,6.03
4736,Unknown
11111,5.89
2385,5.73
5759,Unknown
8680,Unknown
1734,6.35
2911,7.28
11411,Unknown
8338,6.84
1986,5.37
6546,6.69
14243,5.55
2811,8.25
17043,Unknown
15708,Unknown
11589,5.52
9339,Unknown
15087,Unknown
11774,Unknown
1930,7.06
197,5.76
7777,6.67
8004,6.47
2327,5.82
4389,7.3
12688,5.73
11447,6.87
202,7.56
4931,Unknown
5791,Unknown
13949,6.38
7392,6.36
5855,5.51
854,6.43
13877,Unknown
14555,Unknown
4737,7.82
17082,Unknown
1636,6.92
11649,6.45
6585,Unknown
13808,6.12
3304,Unknown
7994,6.29
1998,7.28
663,8.15
13545,Unknown
3748,Unknown
5530,5.47
7526,5.17
9474,Unknown
6776,8.36
1306,7.23
11494,5.31
15707,7.15
10230,Unknown
10173,Unknown
16157,5.51
3627,6.72
13931,6.81
2693,8.08
11252,7.11
16312,Unknown
9789,Unknown
10921,7.15
10817,7.95
9914,7.51
16198,Unknown
1059,6.53
1678,8.27
6374,7.56
7574,6.35
14820,7.07
12383,Unknown
8755,7.74
17247,6.34
15934,Unknown
206,7.02
12685,7.67
6910,Unknown
502,8.04
17412,Unknown
13773,5.69
8110,6.95
14948,Unknown
5056,6.64
9762,4.51
10965,7.33
14039,5.81
11837,4.56
2454,7.18
15265,5.5
13067,Unknown
8392,7.35
6184,6.8
3561,6.98
5892,6.52
12666,6.64
13986,6.19
391,7.26
6736,8.58
5258,6.23
15422,Unknown
2695,6.51
2027,7.59
2568,5.38
8006,6.68
16216,7.33
16448,6.08
5276,Unknown
7208,7.95
8571,Unknown
6331,7.39
12185,6.4
9268,Unknown
17262,Unknown
8529,5.8
1016,7.36
7629,6.17
11534,4.82
995,7.55
4297,7.67
161,6.37
5675,5.69
6873,6.28
12990,5.09
9692,8.14
7989,Unknown
13417,Unknown
10805,Unknown
11653,7.0
1021,6.98
3943,6.55
1585,6.42
3152,4.73
14541,5.29
8226,Unknown
12206,6.26
17159,Unknown
15787,Unknown
2612,6.58
11016,3.02
10233,5.49
8433,7.74
10253,2.35
10555,Unknown
8792,7.18
10627,4.51
14502,7.08
8838,5.44
3890,6.75
3556,6.64
11394,6.93
1267,6.84
1899,5.86
3005,6.61
189,6.86
2747,6.8
8666,5.06
6396,7.02
6420,6.49
5051,5.31
5311,6.83
2433,7.18
769,7.47
1685,6.31
8322,Unknown
16023,5.77
11363,Unknown
14423,5.99
4426,7.73
16850,6.35
6265,6.43
11284,6.2
11964,5.75
5390,7.47
860,7.26
15795,6.7
